sirket_adi,kap_id,api_url
"Marka Mağazacılık A.Ş.","4028e4a240f2ef470141166b45c0040d","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a240f2ef470141166b45c0040d/ODA/365"
"Tam Finans Faktoring A.Ş.","4028e4a241da4bed0141dfd84e062851","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a241da4bed0141dfd84e062851/ODA/365"
"Q Finans Faktöring A.Ş.","8acae2c575a1b5b60177156c205e0c31","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c575a1b5b60177156c205e0c31/ODA/365"
"Sümer Varlık Yönetim A.Ş.","402821814da3a99c014eb57bdd604a6f","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/402821814da3a99c014eb57bdd604a6f/ODA/365"
"Arzum Elektrikli Ev Aletleri Sanayi Ve Ticaret A.Ş.","4028e4a1415f4d990141600875c531b9","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a1415f4d990141600875c531b9/ODA/365"
"Doğan Trend Otomotiv Ticaret Hizmet Ve Teknoloji A.Ş.","8acae2c57f7cbb480180b81e94cd4261","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c57f7cbb480180b81e94cd4261/ODA/365"
"Karel Elektronik Sanayi Ve Ticaret A.Ş.","4028e4a246b4c5a90147d42c754a6bba","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a246b4c5a90147d42c754a6bba/ODA/365"
"Koç Fıat Kredi Finansman A.Ş.","",""
"Türkiye Şişe Ve Cam Fabrikalaerı A.Ş","4028e4a140f2ed710140f385d5690102","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f2ed710140f385d5690102/ODA/365"
"Türkiye Vakıflar Bankası T.A.O.","4028e4a1415f4d9b01415fe3340f36e4","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a1415f4d9b01415fe3340f36e4/ODA/365"
"Dardanel Önentaş Gıda Sanayi A.Ş.","4028e4a144a0804e014521a6ca1c0705","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a144a0804e014521a6ca1c0705/ODA/365"
"Burgan Bank A.Ş.","",""
"Şekerbank T.A.Ş.","4028e4a240f2ef4c01412adc8fba04ee","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a240f2ef4c01412adc8fba04ee/ODA/365"
"Türkiye Halk Bankası A.Ş.","1DE05DAA82C3073AE0530A4A622A2EBD","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/1DE05DAA82C3073AE0530A4A622A2EBD/ODA/365"
"Nurol Yatırım Bankası A.Ş.","4028e4a1415f4d9901416dc894a66313","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a1415f4d9901416dc894a66313/ODA/365"
"Aktif Yatırım Bankası A.Ş.","1DE05DAA8212073AE0530A4A622A2EBD","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/1DE05DAA8212073AE0530A4A622A2EBD/ODA/365"
"Otokoç Otomotiv Tic Ve San A.Ş.","4028e4a240ee37a90140ee45a0fa0007","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a240ee37a90140ee45a0fa0007/ODA/365"
"Mercedes-Benz Kamyon Finansman A.Ş.","8acae2c48304fe9c0186986217ed49c5","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c48304fe9c0186986217ed49c5/ODA/365"
"Mercedes-Benz Finansman Türk A.Ş.","4028e4a241733d420141744bc087317b","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a241733d420141744bc087317b/ODA/365"
"Koç Stellantis Finansman A.Ş.","4028e4a140f2ed710140f2f01f960011","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f2ed710140f2f01f960011/ODA/365"
"Quick Fınansman A.Ş.","",""
"Uşak Seramik Sanayii A.Ş.","1DE05DAA843E073AE0530A4A622A2EBD","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/1DE05DAA843E073AE0530A4A622A2EBD/ODA/365"
"Fibabanka A.Ş.","1DE05DAA820D073AE0530A4A622A2EBD","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/1DE05DAA820D073AE0530A4A622A2EBD/ODA/365"
"Türkiye İş Bankası A.Ş.","4028e4a140f2ed7201411682b0cb05c6","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f2ed7201411682b0cb05c6/ODA/365"
"Tüpraş-Türkiye Petrol Rafinerileri A.Ş.","4028e4a140f2ed720140f37f139c01bc","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f2ed720140f37f139c01bc/ODA/365"
"Deva Holding A.Ş.","",""
"Sarten Ambalaj Sanayi Ve Ticaret A.Ş.","4028e4a1413b7ef5014144f0375b00cf","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a1413b7ef5014144f0375b00cf/ODA/365"
"Emir Varlık Yönetim A.Ş.","8acae2c569cee403016bfffc3245069f","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c569cee403016bfffc3245069f/ODA/365"
"Halk Finansal Kiralama A.Ş.","4028e4a240f2ef470140f39a7f7600b1","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a240f2ef470140f39a7f7600b1/ODA/365"
"Turk Finansman A.Ş.","8acae2c46d7599a6016d873a5f860360","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c46d7599a6016d873a5f860360/ODA/365"
"Türkiye İhracat Kredi Bankası A.Ş.","1DE05DAA8430073AE0530A4A622A2EBD","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/1DE05DAA8430073AE0530A4A622A2EBD/ODA/365"
"Qnb Finans Faktoring A.Ş.","4028e4a140e95be70140edf441e100cc","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140e95be70140edf441e100cc/ODA/365"
"İş Yatırım Menkul Değerler A.Ş.","4028e4a140f275530140f277aa100008","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f275530140f277aa100008/ODA/365"
"Oyak Yatırım Menkul Değerler A.Ş.","4028e4a14158e41f01415a5e854d4441","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a14158e41f01415a5e854d4441/ODA/365"
"Yatırım Finansman Menkul Değerler A.Ş.","4028e4a140f2ed72014101ad44740202","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140f2ed72014101ad44740202/ODA/365"
"Destek Yatırım Menkul Değerler A.Ş.","fb4e3f58d05d4f01a5f15679e90748e9","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/fb4e3f58d05d4f01a5f15679e90748e9/ODA/365"
"Gedik Yatırım Menkul Değerler A.Ş.","4028e4a140e95bea0140ee1edd700174","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140e95bea0140ee1edd700174/ODA/365"
"Şeker Yatırım Menkul Değerler A.Ş.","4028e4a241a25fcb0141a7c4a064241c","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a241a25fcb0141a7c4a064241c/ODA/365"
"Ata Yatırım Menkul Kıymetler A.Ş.","4028e4a140e95bea0140ede507ca0145","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a140e95bea0140ede507ca0145/ODA/365"
"Başer Faktoring A.Ş.","4028e4a1416e696501416f7dd13c7b4b","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a1416e696501416f7dd13c7b4b/ODA/365"
"Pasha Yatırım Bankası A.Ş.","4028e4a14184e9c9014192aa6c1c1e03","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/4028e4a14184e9c9014192aa6c1c1e03/ODA/365"
"Birleşik İpotek Finansmanı A.Ş.","8acae2c5782a4e6d01783f3698c50786","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c5782a4e6d01783f3698c50786/ODA/365"
"Destek Yatırım Bankası A.Ş.","8acae2c57afb2d71017c17eefbf57971","https://www.kap.org.tr/tr/api/company-detail/sgbf-data/8acae2c57afb2d71017c17eefbf57971/ODA/365"
